Date and Time (UTC),Transmitter,Station Name,Lat_dd,Lon_dd
2018-08-14 16:51:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 16:55:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 18:13:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 20:31:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 20:33:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 20:35:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 20:38:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-14 20:41:00,A69-1602-9718,SB-08,33.46065,-119.0348
2018-08-13 23:17:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:17:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:17:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:17:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:18:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:19:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:20:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:33:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:33:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:34:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:35:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:36:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:36:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:36:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:36:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-13 23:37:00,A69-1602-29792,SB-09,33.47086667,-119.0260167
2018-08-14 07:28:00,A69-1602-9718,SB-09,33.47086667,-119.0260167
2018-08-14 07:34:00,A69-1602-9718,SB-09,33.47086667,-119.0260167
2018-08-14 16:11:00,A69-1602-9716,SB-09,33.47086667,-119.0260167
2018-08-13 19:31:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:31:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:34:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:35:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:35:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:35:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:36:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:36:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:36:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-13 19:37:00,A69-1602-29792,SB-10,33.48381667,-119.0228
2018-08-14 03:12:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 03:40:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 03:47:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 03:52:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 03:55:00,A69-1602-9712,SB-10,33.48381667,-119.0228
2018-08-14 04:14:00,A69-1602-9712,SB-10,33.48381667,-119.0228
